id	filename	md5	size	state
9dcfcc30-a58c-4ac2-bfc8-8117eb38e6d0	6be5a66f-1a3b-4ec6-a201-02a4f74690f9.wxs.aliquot_ensemble_masked.maf.gz	5566ae8f5a5d163f8723faef10bfe046	14223	released
f688f350-fe74-4930-9851-d1216e44c6af	f92d67a9-e719-4095-9c80-f370abe895c9.wxs.aliquot_ensemble_masked.maf.gz	14d40e14db4fbe8f658cc2a3be2afbb4	11383	released
3bd022ad-2f09-477e-a6e4-dc1ce3d7dcbc	199def36-da77-48ff-9666-fd16edf7eda8.wxs.aliquot_ensemble_masked.maf.gz	17a036bcfda35d82b30d2d2c08c76435	65051	released
c0792a6c-5c38-4670-9913-8dc7547c0b63	a19f061e-a994-4d6b-8eb9-87f222080487.wxs.aliquot_ensemble_masked.maf.gz	8bb55e8285dd1cf78d78d00a75990316	52695	released
0ec7474b-8748-471b-8768-e956f7b05fd8	d6ea4530-821f-4070-9e41-003fc90ecb00.wxs.aliquot_ensemble_masked.maf.gz	879320fe90e311cd37a2e356e17f6099	50991	released
6815f1cb-35ee-445d-9c9b-951b72682396	7dce46ee-414e-4830-acc7-2bea348e7d3a.wxs.aliquot_ensemble_masked.maf.gz	3ba05cd55e286f946b535ab9026accf8	18106	released
41531fab-d239-4375-95c5-3a7ec4ae4cf1	4d94b88b-24ff-4c89-8934-ecc0fa252aef.wxs.aliquot_ensemble_masked.maf.gz	ed2638dc64455c8b22e366771c24c5d6	39978	released
749c8443-0dea-4130-a370-8b233bed7c27	415717f4-ae0f-4577-a712-72a81049c393.wxs.aliquot_ensemble_masked.maf.gz	f0c6c862504c615879ae9ad1166b5263	191621	released
edd96549-ece3-4d58-83d5-8febd845fe3f	33f604e6-87f3-4472-a5d0-88d8fa89f1ce.wxs.aliquot_ensemble_masked.maf.gz	803e6c0df41f7072f728a5c200ff13e5	62178	released
caac5839-f73e-4b4b-a619-41595befb7d3	e13418c0-f99e-4515-b0a3-66195d788467.wxs.aliquot_ensemble_masked.maf.gz	2407ecc921fc243d437dba6fb3753ea8	192787	released
e7c6c7d1-6d5b-4c4b-810c-c4eff2ca999a	21173c3e-5006-4609-a000-55c05147d7c6.wxs.aliquot_ensemble_masked.maf.gz	1aca05328083962a6e1bf50ce47aed4a	14630	released
60dc3c42-7d0f-45c8-bc24-5b4119584683	4a83b5d1-e2f6-4c35-a739-23b0a0e44325.wxs.aliquot_ensemble_masked.maf.gz	a256ef815a546f78df9bc03b67dc0423	149386	released
bb8d9025-0a1d-4b98-8806-05a22db752a4	a42fa594-4794-400e-a74b-6b23aff989bd.wxs.aliquot_ensemble_masked.maf.gz	cc8407a0f88b390409579da04986a62e	14835	released
8ef11438-d875-47b4-8ea0-82d56f8c1bd8	89d39ae6-5d17-4402-bb06-0c9033c48ac5.wxs.aliquot_ensemble_masked.maf.gz	c637afa0e0c71f54cad15ac0d286e290	91881	released
61c0aaab-5d2e-4b44-aa25-03ed9a4a9e06	af48d374-e03a-4ae6-9276-759106af9543.wxs.aliquot_ensemble_masked.maf.gz	99a39eb8bfb2ba204a48b6112cba5031	14569	released
e8275351-3a03-484c-a72a-172bc72381c0	6b1f0753-a2c3-4643-8745-4cced00c88e1.wxs.aliquot_ensemble_masked.maf.gz	a6758ad2272436cd260c249d93ad632b	448246	released
f077f0d9-0eae-40ee-a298-8df88272413a	b9c562a3-e6fd-4075-b357-37d31c184112.wxs.aliquot_ensemble_masked.maf.gz	49140bb3729e8e2e86bd4a63eee1b300	301921	released
ccd438d4-3033-4285-b9b9-104678e331d9	927b19ba-b3b1-4a2c-bb7a-a58ee4996168.wxs.aliquot_ensemble_masked.maf.gz	f89ccb691e149dc4f30fe5bd0d554768	49937	released
1e0caa60-8058-42cf-9379-bb5f6e85bce6	ae01d901-263b-4e32-96d1-9f8cc247b80a.wxs.aliquot_ensemble_masked.maf.gz	4742f66a10fe8d2f5e397dab031591db	56173	released
b931f1a3-f333-41d5-bc77-7bd53a98dd4a	7a103500-7eb7-4c8c-8cc1-795bf8904215.wxs.aliquot_ensemble_masked.maf.gz	8c9b754f15e2c3954f248abf49e9cf95	75452	released
aba01638-78b1-4855-bb2e-e5d943eef980	c1cc7d88-8b84-4611-b985-a5f16bfb8d51.wxs.aliquot_ensemble_masked.maf.gz	df99883aa5803f2d53731e85b1a566d7	4640	released
aa6697e7-07ff-4951-a671-527ad00d4eb0	40a4f44f-82b9-4985-aec6-eaaf89352949.wxs.aliquot_ensemble_masked.maf.gz	138b0a3bd2e7f7d2f88046ea8ddcb4ac	34351	released
